_id,Scenario,Sacrifice,UserID,Session_id,Scenario_order,Template,answerLeft,lang,seenOther,country_code,country_full
a2Bk5rqERJot4rqX7,Switch,Yes,3e98ab4d_9931723049186076,-751240126-9.93172304919e+15,1,Desktop,TRUE,en,TRUE,US,United States
McakGE8yRrXnbYkQa,Footbridge,No,3e98ab4d_9931723049186076,-751240126-9.93172304919e+15,2,Desktop,FALSE,en,TRUE,US,United States
7Lmwi4H3jxhWjAHQk,Switch,No,174287f3_6860898561523674,715979334-6.86089856152e+15,2,Desktop,FALSE,en,FALSE,US,United States
NfMdGepL9Fr2MDbP2,Footbridge,No,174287f3_6860898561523674,715979334-6.86089856152e+15,3,Desktop,FALSE,en,FALSE,US,United States
2fJdu6iLMpz7H4u62,Switch,Yes,311e2098_6079209112196886,1558537433-6.0792091122e+15,1,Desktop,FALSE,en,TRUE,US,United States
eqGxJNQeTfMfCABfd,Footbridge,No,311e2098_6079209112196886,1558537433-6.0792091122e+15,3,Desktop,TRUE,en,TRUE,US,United States
jRZ5Hd4W4LjyshpDB,Footbridge,Yes,311e2098_6079209112196886,-1850780076-6.0792091122e+15,1,Desktop,TRUE,en,TRUE,US,United States
tbCHssWPm5wkWXYD4,Switch,No,311e2098_6079209112196886,-1850780076-6.0792091122e+15,2,Desktop,TRUE,en,TRUE,US,United States
QKwqcmNs3RvdEMLHA,Switch,Yes,311ed3ea_573257749406122,670847804-5.73257749406e+14,2,Desktop,FALSE,en,TRUE,US,United States
Fd5mvRCQtuSJ97Gt7,Footbridge,Yes,311ed3ea_573257749406122,670847804-5.73257749406e+14,3,Desktop,TRUE,en,TRUE,US,United States
C4dRh75SaFcAHyWpj,Footbridge,Yes,6af2e54f_1351030291800674,1292765571-1.3510302918e+15,1,Desktop,FALSE,en,TRUE,US,United States
tujbJeAQzBLZbdeHD,Switch,Yes,bdcc3679_2311478570000922,106501148-2.31147857e+15,1,Desktop,FALSE,en,TRUE,US,United States
Chm2vZzCjnjvSZcmK,Switch,Yes,6af2e54f_1351030291800674,1292765571-1.3510302918e+15,3,Desktop,FALSE,en,TRUE,US,United States
vpNrz98fRuv8dwJbS,Footbridge,Yes,bdcc3679_2311478570000922,106501148-2.31147857e+15,2,Desktop,FALSE,en,TRUE,US,United States
Gud4rrcZpkK7r4nKF,Switch,Yes,ca3a1414_666304446822816,1580376585-6.66304446823e+14,1,Desktop,FALSE,en,TRUE,US,United States
boT7tNg8iRhJeMqPH,Footbridge,Yes,ca3a1414_666304446822816,1580376585-6.66304446823e+14,3,Desktop,FALSE,en,TRUE,US,United States
Ck6qfwozumtN37Sj4,Footbridge,No,0e235173_3017586303888633,-1783683022-3.01758630389e+15,1,Mobile,FALSE,en,FALSE,US,United States
NtPxjcnzMvpNgaGqh,Footbridge,Yes,2663a2c8_9760142097974842,1785889984-9.76014209797e+15,1,Desktop,FALSE,en,TRUE,US,United States
7sY8fzYgkbpq6hxdk,Switch,Yes,2663a2c8_9760142097974842,1785889984-9.76014209797e+15,3,Desktop,TRUE,en,TRUE,US,United States
mTopNZqbp7v55k2WP,Switch,Yes,45a2be46_1217008678763231,-1953041056-1.21700867876e+15,1,Desktop,TRUE,en,TRUE,US,United States
KwFMEg5bhNaABryF5,Switch,Yes,76ecc4a0_4783853632397950,1843654373-4.7838536324e+15,1,Desktop,TRUE,en,TRUE,US,United States
mty2oJrxWdwBRTTJN,Footbridge,Yes,76ecc4a0_4783853632397950,1843654373-4.7838536324e+15,2,Desktop,FALSE,en,TRUE,US,United States
dLREP2ko99SHB3bRG,Switch,No,76ecc4a0_4783853632397950,1991414009-4.7838536324e+15,2,Desktop,TRUE,en,TRUE,US,United States
uqAn3oAJ9aJrwewNT,Footbridge,Yes,76ecc4a0_4783853632397950,1991414009-4.7838536324e+15,3,Desktop,TRUE,en,TRUE,US,United States
ycm7uYGpoNZpkfxsx,Switch,Yes,1529f491_85119217534632,-1012930724-8.51192175346e+13,1,Desktop,FALSE,en,TRUE,US,United States
pDix78DTHcTJoXkMo,Footbridge,Yes,1529f491_85119217534632,-1012930724-8.51192175346e+13,3,Desktop,TRUE,en,TRUE,US,United States
g4FL7RejfeDWvaetL,Switch,Yes,59027729_6659440791603546,-1562711725-6.6594407916e+15,2,Desktop,TRUE,en,TRUE,US,United States
6QwFNt8XLYevwjwwP,Footbridge,Yes,59027729_6659440791603546,-1562711725-6.6594407916e+15,3,Desktop,TRUE,en,TRUE,US,United States
JyNabRdmspz6g3f4q,Switch,Yes,e03cf1c0_6024448164807762,-948099546-6.02444816481e+15,1,Mobile,TRUE,en,TRUE,US,United States
NmzpmAWQRgTpmSzhH,Footbridge,No,e03cf1c0_6024448164807762,-948099546-6.02444816481e+15,3,Mobile,TRUE,en,TRUE,US,United States
8pqFLPpxiSeZh56j3,Switch,Yes,3cea1295_7951290615372926,-1215832180-7.95129061537e+15,1,Desktop,TRUE,en,FALSE,US,United States
TDFn3i2XFDnf3HtrM,Footbridge,No,3cea1295_7951290615372926,-1215832180-7.95129061537e+15,3,Desktop,TRUE,en,FALSE,US,United States
JxWEJERQzjeGdDsSW,Switch,Yes,a2246daa_2244260577113810,-323795019-2.24426057711e+15,1,Desktop,FALSE,en,TRUE,US,United States
itvtK2DJc2aQDP5vd,Footbridge,No,a2246daa_2244260577113810,-323795019-2.24426057711e+15,3,Desktop,FALSE,en,TRUE,US,United States
qJMWBxhyufgjf3SRH,Footbridge,Yes,1254b66b_6566406501721198,-1898810338-6.56640650172e+15,1,Desktop,TRUE,en,TRUE,US,United States
GAfH899yLrY8Nh6Z4,Switch,Yes,1254b66b_6566406501721198,-1898810338-6.56640650172e+15,3,Desktop,FALSE,en,TRUE,US,United States
kJt2rTTGXvAsgJHCm,Switch,Yes,ff075f17_3239812936294404,1369792341-3.23981293629e+15,1,Desktop,FALSE,en,TRUE,US,United States
Xg9ffQr4aivErxqnY,Footbridge,Yes,ff075f17_3239812936294404,1369792341-3.23981293629e+15,3,Desktop,FALSE,en,TRUE,US,United States
csiqb92EJjAax58pn,Footbridge,Yes,331a99ca_3007934781101390,1915259470-3.0079347811e+15,1,Desktop,FALSE,en,TRUE,US,United States
zL8oD6HXax64mofKA,Switch,Yes,331a99ca_3007934781101390,1915259470-3.0079347811e+15,3,Desktop,FALSE,en,TRUE,US,United States
bsYCfmxccf4iC2zBm,Footbridge,Yes,f9f5b61b_6837717207341003,-993559411-6.83771720734e+15,1,Desktop,TRUE,en,TRUE,US,United States
3W4gqfctSm3KwxuPE,Switch,Yes,f9f5b61b_6837717207341003,-993559411-6.83771720734e+15,2,Desktop,FALSE,en,TRUE,US,United States
nYbL7MtybZZNEYitv,Switch,No,d28488e2_3527188295180277,-1186596701-3.52718829518e+15,1,Desktop,FALSE,en,TRUE,US,United States
NHactPdfsym4pmQfu,Footbridge,Yes,d28488e2_3527188295180277,-1186596701-3.52718829518e+15,2,Desktop,TRUE,en,TRUE,US,United States
3gzx9e6wCbt7b3hcN,Footbridge,No,bd1753ad_762825629738537,1726433365-7.62825629739e+14,2,Desktop,FALSE,en,TRUE,US,United States
FZQmZrfnbXNp4zXnJ,Switch,Yes,bd1753ad_762825629738537,1726433365-7.62825629739e+14,3,Desktop,FALSE,en,TRUE,US,United States
oMT8XQBRZL67pRB8b,Footbridge,No,c280c2e6_4711753168372770,944382720-4.71175316837e+15,1,Desktop,FALSE,en,TRUE,US,United States
KnBXrJwWxf4R2xR2W,Switch,Yes,c280c2e6_4711753168372770,944382720-4.71175316837e+15,3,Desktop,TRUE,en,TRUE,US,United States
oXyHq8omWzwaLFqre,Footbridge,Yes,1993f728_2583371893494079,-1364850127-2.58337189349e+15,2,Desktop,TRUE,en,TRUE,US,United States
kq4qjxC4mz8hCR9LK,Switch,Yes,1993f728_2583371893494079,-1364850127-2.58337189349e+15,3,Desktop,TRUE,en,TRUE,US,United States
NFvXTugoHcpNCygLs,Footbridge,Yes,acf35b82_3929620109670353,1863055198-3.92962010967e+15,1,Desktop,FALSE,en,TRUE,US,United States
dCbBuitMskoBWXafM,Switch,Yes,acf35b82_3929620109670353,1863055198-3.92962010967e+15,3,Desktop,TRUE,en,TRUE,US,United States
9Sk4Z9ePa7wgEx6vg,Footbridge,Yes,6c748265_9825516801627158,-1370495499-9.82551680163e+15,2,Desktop,FALSE,en,TRUE,US,United States
yRaxRW4wfdjo3KoHv,Switch,Yes,6c748265_9825516801627158,-1370495499-9.82551680163e+15,3,Desktop,TRUE,en,TRUE,US,United States
gq7iH56aCGoGTMPtv,Switch,No,1affd3f8_4076416238083093,-233777473-4.07641623808e+15,1,Desktop,FALSE,en,TRUE,US,United States
Chxj3SmHLbjBpaf5D,Switch,Yes,0d983271_339382323554633,-1167298031-3.39382323555e+14,1,Desktop,FALSE,en,TRUE,US,United States
hbQZhTbcD8Qcuwysv,Footbridge,No,0d983271_339382323554633,-1167298031-3.39382323555e+14,3,Desktop,FALSE,en,TRUE,US,United States
yJFQ2AQ8eBLtQ5hri,Footbridge,No,8f3655f0_6324187719648,-1852433592-6.32418771965e+12,1,Desktop,TRUE,en,TRUE,US,United States
RgMAXxgox9oXvsgGP,Footbridge,No,5668602f_9159441934934290,-527115748-9.15944193493e+15,1,Desktop,FALSE,en,TRUE,US,United States
ivZdqt3bnFALLoqnD,Switch,Yes,7fe811e7_6886412386898517,795063142-6.8864123869e+15,2,Desktop,TRUE,en,TRUE,US,United States
QMJzQea3vM6QqTkfr,Footbridge,No,7fe811e7_6886412386898517,795063142-6.8864123869e+15,3,Desktop,TRUE,en,TRUE,US,United States
gir8rx2YwCK9TjRRw,Footbridge,No,1251bf72_6630570579025596,1934703663-6.63057057903e+15,1,Desktop,FALSE,en,TRUE,US,United States
deXPBQ6BdFyDvhQ8D,Switch,Yes,1251bf72_6630570579025596,1934703663-6.63057057903e+15,3,Desktop,TRUE,en,TRUE,US,United States
tDo97kEnfrgTSQndi,Footbridge,Yes,e452c3d8_9793680903345178,1677834098-9.79368090335e+15,1,Desktop,TRUE,en,TRUE,US,United States
cWmo5QqyCYzq7k7FG,Switch,No,70d3ec5c_1767845546537638,128382378-1.76784554654e+15,1,Desktop,TRUE,en,FALSE,US,United States
JFpjNA26SRSmcs3aW,Footbridge,No,70d3ec5c_1767845546537638,128382378-1.76784554654e+15,2,Desktop,FALSE,en,FALSE,US,United States
4AviKTMTAPPXfmN7r,Switch,Yes,e452c3d8_9793680903345178,-1793355321-9.79368090335e+15,2,Desktop,FALSE,en,TRUE,US,United States
LXSeejMYbwCr8wYTJ,Footbridge,Yes,e452c3d8_9793680903345178,-1793355321-9.79368090335e+15,3,Desktop,TRUE,en,TRUE,US,United States
G9sJxwnxeXMYjmty4,Switch,Yes,e452c3d8_9793680903345178,1899806029-9.79368090335e+15,1,Desktop,FALSE,en,TRUE,US,United States
4FBFYGwgmLPcKjEiB,Footbridge,Yes,e452c3d8_9793680903345178,1899806029-9.79368090335e+15,3,Desktop,TRUE,en,TRUE,US,United States
XRdueax62Z2jTnxTu,Switch,Yes,fac5a720_9810048967394642,696497349-9.81004896739e+15,1,Desktop,TRUE,en,TRUE,US,United States
S9fnTSqRqgdYmd8bh,Footbridge,Yes,fac5a720_9810048967394642,696497349-9.81004896739e+15,3,Desktop,TRUE,en,TRUE,US,United States
JXynaueuy9uXfCpyL,Switch,Yes,8a137279_3177102121990174,-438245882-3.17710212199e+15,2,Mobile,FALSE,en,FALSE,US,United States
qXsoDBPwyCWvRDRwE,Footbridge,No,8a137279_3177102121990174,-438245882-3.17710212199e+15,3,Mobile,FALSE,en,FALSE,US,United States
TiJLEoe99a58zPHfe,Footbridge,Yes,2a1a27f3_7858245415902101,1204495169-7.8582454159e+15,1,Desktop,FALSE,en,TRUE,US,United States
LyQLPegnb3TL9fFf5,Switch,Yes,2a1a27f3_7858245415902101,1204495169-7.8582454159e+15,3,Desktop,TRUE,en,TRUE,US,United States
NDMp5r7DDQfXofLtw,Switch,Yes,c09e38f0_3043016878946198,1971660803-3.04301687895e+15,2,Desktop,TRUE,en,TRUE,US,United States
NyL2K8srk2WTkWueM,Footbridge,No,c09e38f0_3043016878946198,1971660803-3.04301687895e+15,3,Desktop,FALSE,en,TRUE,US,United States
bbMArb35Xg9iihXbS,Switch,Yes,d235a20c_5365282333498880,-773451798-5.3652823335e+15,2,Desktop,TRUE,en,TRUE,US,United States
Hixyh7GP3hiHGdzcx,Footbridge,Yes,d235a20c_5365282333498880,-773451798-5.3652823335e+15,3,Desktop,TRUE,en,TRUE,US,United States
TAmfqwdDwqxtELduk,Switch,Yes,0b6d2de1_8708302682924629,-1371947765-8.70830268292e+15,1,Desktop,TRUE,en,TRUE,US,United States
F3seCghDQqFkytv3Z,Footbridge,No,0b6d2de1_8708302682924629,-1371947765-8.70830268292e+15,3,Desktop,TRUE,en,TRUE,US,United States
hZmgQBZd4W4bERxD5,Footbridge,No,3d670303_5993587975347772,-1375254053-5.99358797535e+15,1,Desktop,FALSE,en,FALSE,US,United States
S3QiTgPxRY8nbuc6N,Switch,Yes,3d670303_5993587975347772,-1375254053-5.99358797535e+15,2,Desktop,FALSE,en,FALSE,US,United States
yyMbYet6APya8zkoB,Switch,Yes,0b184189_4183208047979603,1242383344-4.18320804798e+15,1,Desktop,FALSE,en,TRUE,US,United States
6CWnr9Q7WfjukbfGi,Footbridge,No,0b184189_4183208047979603,1242383344-4.18320804798e+15,2,Desktop,FALSE,en,TRUE,US,United States
Xh6BuycQDGL2tXH4E,Switch,Yes,9379db6a_5592585709569473,-1998138511-5.59258570957e+15,1,Desktop,TRUE,en,TRUE,US,United States
4AdbG3iiGePDcMk8x,Footbridge,No,9379db6a_5592585709569473,-1998138511-5.59258570957e+15,2,Desktop,FALSE,en,TRUE,US,United States
4SSjYbGeArEAwn6Bf,Switch,Yes,3e8bf51e_6581898052245378,27130380-6.58189805225e+15,1,Desktop,TRUE,en,TRUE,US,United States
rgaidANHFFLyQwhNu,Switch,Yes,cff3db5b_8202414259531288,-686013501-8.20241425953e+15,1,Desktop,TRUE,en,TRUE,US,United States
oLyQHNcZoDhW7sMeh,Footbridge,Yes,cff3db5b_8202414259531288,-686013501-8.20241425953e+15,2,Desktop,FALSE,en,TRUE,US,United States
C5RfckGNThLjz2cdu,Footbridge,Yes,3e8bf51e_6581898052245378,27130380-6.58189805225e+15,2,Desktop,FALSE,en,TRUE,US,United States
JA9rjxYE4S3S8brtB,Footbridge,Yes,ca7c6d1c_5279691674081490,525445773-5.27969167408e+15,1,Desktop,TRUE,en,TRUE,US,United States
CLY36zNi9NWD56zeC,Switch,Yes,ca7c6d1c_5279691674081490,525445773-5.27969167408e+15,3,Desktop,FALSE,en,TRUE,US,United States
oWgqK5xoJeZpguWsi,Switch,Yes,8f6c7918_8202795626867482,-1110428098-8.20279562687e+15,1,Desktop,FALSE,en,TRUE,US,United States
jJKXreT8SPM6oSzqp,Footbridge,Yes,8f6c7918_8202795626867482,-1110428098-8.20279562687e+15,3,Desktop,TRUE,en,TRUE,US,United States
Lw6Dxy9JBF7nZMNGJ,Switch,No,865a90c8_656422370129128,-1370910126-6.56422370129e+14,1,Desktop,FALSE,en,TRUE,US,United States
yRNgqFjea8MKsEfjp,Footbridge,Yes,865a90c8_656422370129128,-1370910126-6.56422370129e+14,3,Desktop,TRUE,en,TRUE,US,United States
kdp9puPhSgn3YkHhy,Switch,Yes,c5311e03_8227534254245930,230760373-8.22753425425e+15,1,Desktop,TRUE,en,TRUE,US,United States
EAHTLiYxNKfMKwP8r,Footbridge,Yes,c5311e03_8227534254245930,230760373-8.22753425425e+15,3,Desktop,TRUE,en,TRUE,US,United States
vewT9qfCo42LqDQAw,Switch,Yes,a848d846_1648844324564240,936354391-1.64884432456e+15,1,Desktop,FALSE,en,TRUE,US,United States
nPgsLidX4wPngJYXx,Footbridge,Yes,a848d846_1648844324564240,936354391-1.64884432456e+15,3,Desktop,FALSE,en,TRUE,US,United States
B7XqDzyMizYnuL8Th,Footbridge,Yes,606e1a84_4067666715264624,-941146711-4.06766671526e+15,1,Desktop,TRUE,en,TRUE,US,United States
zZ8S6qk6R8AgasJZf,Switch,No,606e1a84_4067666715264624,-941146711-4.06766671526e+15,2,Desktop,FALSE,en,TRUE,US,United States
vZTJxZGTEE3EDtRYb,Footbridge,No,9de480af_164806614101318,1046534278-1.64806614101e+14,1,Desktop,TRUE,en,TRUE,US,United States
4BpuT7cojcGShMPcg,Switch,No,9de480af_164806614101318,1046534278-1.64806614101e+14,3,Desktop,TRUE,en,TRUE,US,United States
47BripsMiG6rFevQa,Switch,Yes,d917fc7c_1230797276809962,-1008623803-1.23079727681e+15,1,Desktop,TRUE,en,TRUE,US,United States
NyipPpiMTgZm8oqAu,Footbridge,Yes,d917fc7c_1230797276809962,-1008623803-1.23079727681e+15,3,Desktop,TRUE,en,TRUE,US,United States
bJZ3hdtMHMvaBF6At,Footbridge,Yes,5fad8362_1150465934199780,-1957709473-1.1504659342e+15,1,Desktop,TRUE,en,TRUE,US,United States
xeu3aZAArBBXYEYRt,Switch,Yes,5fad8362_1150465934199780,-1957709473-1.1504659342e+15,3,Desktop,FALSE,en,TRUE,US,United States
vc62MzdEgd2XXGkqM,Footbridge,Yes,160e7756_6294783016457970,1705056354-6.29478301646e+15,1,Desktop,FALSE,en,TRUE,US,United States
umERqtg2NjWurhYS3,Switch,Yes,160e7756_6294783016457970,1705056354-6.29478301646e+15,3,Desktop,FALSE,en,TRUE,US,United States
t6btuWu73wRLMcn4n,Footbridge,No,841d1435_2372143757529557,1180644651-2.37214375753e+15,1,Desktop,FALSE,en,TRUE,US,United States
QX5NWme8Gf52mFfvv,Switch,Yes,841d1435_2372143757529557,1180644651-2.37214375753e+15,3,Desktop,TRUE,en,TRUE,US,United States
Lv23nnbMdwvgGeTPf,Footbridge,No,e471ad41_6991079664567226,-1357156562-6.99107966457e+15,2,Mobile,FALSE,en,FALSE,US,United States
XRewWmdNpZy7aetZW,Switch,Yes,e471ad41_6991079664567226,-1357156562-6.99107966457e+15,3,Mobile,TRUE,en,FALSE,US,United States
kEcYhXT6LXrdMmAWE,Footbridge,Yes,d71a826c_3906915554252326,-1422923185-3.90691555425e+15,1,Mobile,TRUE,en,TRUE,US,United States
37B9AzuhNnsoF5WiD,Switch,No,d71a826c_3906915554252326,-1422923185-3.90691555425e+15,2,Mobile,FALSE,en,TRUE,US,United States
24Rv5FShgr59gdKbj,Footbridge,Yes,bea94ee8_8701846912057045,1803336272-8.70184691206e+15,1,Desktop,FALSE,en,TRUE,US,United States
efowsXwGDFniv2GqQ,Switch,Yes,bea94ee8_8701846912057045,1803336272-8.70184691206e+15,3,Desktop,TRUE,en,TRUE,US,United States
P8Mp9vvPPsraTGy94,Switch,Yes,ed4b930b_6389677221859407,-1486105978-6.38967722186e+15,1,Desktop,FALSE,en,TRUE,US,United States
HPXkngGd6umRNqH9e,Footbridge,Yes,ed4b930b_6389677221859407,-1486105978-6.38967722186e+15,2,Desktop,FALSE,en,TRUE,US,United States
tABWc7Yj5WxAAGyCS,Footbridge,No,fe156d28_8208284037965592,-1861657518-8.20828403797e+15,2,Desktop,TRUE,en,TRUE,US,United States
yrfXTyxGAK87MkT84,Switch,Yes,fe156d28_8208284037965592,-1861657518-8.20828403797e+15,3,Desktop,FALSE,en,TRUE,US,United States
pv2WxwYYJ4zvj6nrT,Footbridge,Yes,28166eaf_3375905841789564,-1512350405-3.37590584179e+15,2,Mobile,FALSE,en,TRUE,US,United States
jJnwadhs86B7RExp8,Switch,Yes,28166eaf_3375905841789564,-1512350405-3.37590584179e+15,3,Mobile,FALSE,en,TRUE,US,United States
c3DGDJ4s3XiPS5vjW,Footbridge,No,0379bac6_3156003302535517,1979562181-3.15600330254e+15,2,Desktop,FALSE,en,FALSE,US,United States
KRasSPGoToReDhwYP,Switch,Yes,0379bac6_3156003302535517,1979562181-3.15600330254e+15,3,Desktop,FALSE,en,FALSE,US,United States
8eTkk44LsP6BomSpj,Footbridge,No,0379bac6_3156003302535517,-1429748475-3.15600330254e+15,2,Desktop,FALSE,en,FALSE,US,United States
okHqhwsMxRZeMfZcy,Switch,Yes,0379bac6_3156003302535517,-1429748475-3.15600330254e+15,3,Desktop,FALSE,en,FALSE,US,United States
Rijp4sQ99HG5WJ6Hn,Footbridge,No,4bd6ca58_7756375657082024,-807559110-7.75637565708e+15,1,Desktop,FALSE,en,TRUE,US,United States
CW4v6hWCvHB4vTq35,Switch,Yes,4bd6ca58_7756375657082024,-807559110-7.75637565708e+15,3,Desktop,FALSE,en,TRUE,US,United States
Hz6nvgk57xnWShQur,Footbridge,No,1b33bab8_5049843036841948,740509469-5.04984303684e+15,1,Desktop,FALSE,en,TRUE,US,United States
fR9gYiNiSRLkFKzXb,Switch,Yes,1b33bab8_5049843036841948,740509469-5.04984303684e+15,2,Desktop,FALSE,en,TRUE,US,United States
DEAkZWrbd5u8GmBpc,Footbridge,Yes,f70abb76_4767555666340466,457153094-4.76755566634e+15,1,Desktop,FALSE,en,TRUE,US,United States
5pS6Djqqhcux6hphk,Switch,Yes,f70abb76_4767555666340466,457153094-4.76755566634e+15,2,Desktop,FALSE,en,TRUE,US,United States
QgNyZficR7CiZG5hb,Footbridge,No,1b33bab8_5049843036841948,-921593164-5.04984303684e+15,2,Desktop,FALSE,en,TRUE,US,United States
foyixZgxZJa7Ge8sE,Switch,Yes,6355e904_3671975920442492,1679579902-3.67197592044e+15,2,Mobile,TRUE,en,TRUE,US,United States
eEG77KEwxeM76ReGo,Footbridge,Yes,6355e904_3671975920442492,1679579902-3.67197592044e+15,3,Mobile,FALSE,en,TRUE,US,United States
MCyQfFZgWbFo8Jofh,Footbridge,Yes,012296cd_8126756926874101,-307904695-8.12675692687e+15,1,Desktop,TRUE,en,TRUE,US,United States
7C3Apr5wEks4EyvJk,Switch,Yes,012296cd_8126756926874101,-307904695-8.12675692687e+15,2,Desktop,FALSE,en,TRUE,US,United States
729JGBeuLy5G8ENbi,Footbridge,No,b9154daa_8305041658607790,-550087699-8.30504165861e+15,1,Desktop,FALSE,en,TRUE,US,United States
AjZzXQ8i29ooFvr4M,Switch,Yes,b9154daa_8305041658607790,-550087699-8.30504165861e+15,2,Desktop,TRUE,en,TRUE,US,United States
9waQKQ3a73jKbz8Hy,Switch,Yes,9b21eb26_7778509923918621,1997923037-7.77850992392e+15,1,Desktop,FALSE,en,TRUE,US,United States
ceqbAK8MiM4pEuCK7,Footbridge,Yes,9b21eb26_7778509923918621,1997923037-7.77850992392e+15,2,Desktop,FALSE,en,TRUE,US,United States
zGsopq3FKzDJGyF3u,Footbridge,Yes,b890feb1_8131856636686323,194676766-8.13185663669e+15,1,Desktop,FALSE,en,TRUE,US,United States
7ex5D8J5kEMR6ZnQQ,Switch,Yes,b890feb1_8131856636686323,194676766-8.13185663669e+15,2,Desktop,FALSE,en,TRUE,US,United States
7YidhvsAMraeRJQEH,Footbridge,Yes,77ca96dc_4493054308820007,2074082493-4.49305430882e+15,1,Desktop,FALSE,en,TRUE,US,United States
D2zsk59KKwFo6nbaN,Switch,Yes,77ca96dc_4493054308820007,2074082493-4.49305430882e+15,2,Desktop,FALSE,en,TRUE,US,United States
