date,year,season,month,day,holiday,workday,weather,celsius_actual,celsius_feelslike,humidity,windspeed,num_riders
2011-06-08,2011,Spring,6,Wednesday,FALSE,TRUE,Clear,31.809153,36.36395,62.2083,9.166739,4401
2011-06-09,2011,Spring,6,Thursday,FALSE,TRUE,Cloudy,33.141653,37.87895,56.8333,10.042161,3915
2011-06-10,2011,Spring,6,Friday,FALSE,TRUE,Clear,30.955,35.1646,60.5,9.417118,4586
2011-06-11,2011,Spring,6,Saturday,FALSE,FALSE,Clear,29.725,33.9019,65.4583,10.37495,4966
2011-06-12,2011,Spring,6,Sunday,FALSE,FALSE,Clear,28.3925,32.16625,74.7917,10.958989,4460
2011-06-13,2011,Spring,6,Monday,FALSE,TRUE,Clear,26.035,30.0827,49.4583,20.45845,5020
2011-06-14,2011,Spring,6,Tuesday,FALSE,TRUE,Clear,24.770847,29.5773,50.7083,18.041961,4891
2011-06-15,2011,Spring,6,Wednesday,FALSE,TRUE,Clear,25.693347,29.3877,47.1667,11.250104,5180
2011-06-16,2011,Spring,6,Thursday,FALSE,TRUE,Cloudy,25.761653,29.7673,68.8333,13.833557,3767
2011-06-17,2011,Spring,6,Friday,FALSE,TRUE,Clear,26.615847,30.01915,73.5833,9.582943,4844
2011-06-18,2011,Spring,6,Saturday,FALSE,FALSE,Clear,28.563347,32.1977,67.0417,8.000336,5119
2011-06-19,2011,Spring,6,Sunday,FALSE,FALSE,Cloudy,28.665847,32.2923,66.6667,6.834,4744
2011-06-20,2011,Spring,6,Monday,FALSE,TRUE,Cloudy,26.035,29.7673,74.625,10.416825,4010
2011-06-21,2011,Summer,6,Tuesday,FALSE,TRUE,Cloudy,27.914153,31.8823,77.0417,11.458675,4835
2011-06-22,2011,Summer,6,Wednesday,FALSE,TRUE,Clear,30.066653,34.69145,70.75,11.541554,4507
2011-06-23,2011,Summer,6,Thursday,FALSE,TRUE,Cloudy,29.861653,34.69165,70.3333,15.999868,4790
2011-06-24,2011,Summer,6,Friday,FALSE,TRUE,Clear,29.690847,32.82915,57.3333,14.875675,4991
2011-06-25,2011,Summer,6,Saturday,FALSE,FALSE,Clear,28.495,32.16565,48.3333,14.041257,5202
2011-06-26,2011,Summer,6,Sunday,FALSE,FALSE,Clear,27.88,31.88145,51.3333,6.3337311,5305
2011-06-27,2011,Summer,6,Monday,FALSE,TRUE,Cloudy,27.9825,31.8502,65.8333,7.208396,4708
2011-06-28,2011,Summer,6,Tuesday,FALSE,TRUE,Clear,30.510847,34.6279,63.4167,9.666961,4648
2011-06-29,2011,Summer,6,Wednesday,FALSE,TRUE,Clear,29.861653,32.7344,49.7917,17.542007,5225
2011-06-30,2011,Summer,6,Thursday,FALSE,TRUE,Clear,28.563347,31.8504,43.4167,12.415904,5515
2011-07-01,2011,Summer,7,Friday,FALSE,TRUE,Clear,29.6225,32.6081,39.625,6.874736,5362
2011-07-02,2011,Summer,7,Saturday,FALSE,FALSE,Clear,30.271653,33.3654,44.4583,7.709154,5119
2011-07-03,2011,Summer,7,Sunday,FALSE,FALSE,Cloudy,29.383347,33.42875,68.25,15.333486,4649
2011-07-04,2011,Summer,7,Monday,TRUE,FALSE,Cloudy,29.793347,33.27085,63.7917,5.4591064,6043
2011-07-05,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,30.613347,34.8169,59.0417,8.459286,4665
2011-07-06,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,29.52,34.28165,74.3333,10.042161,4629
2011-07-07,2011,Summer,7,Thursday,FALSE,TRUE,Clear,30.75,34.34355,65.125,10.6664,4592
2011-07-08,2011,Summer,7,Friday,FALSE,TRUE,Cloudy,29.075847,33.52415,75.7917,15.083643,4040
2011-07-09,2011,Summer,7,Saturday,FALSE,FALSE,Clear,30.066653,33.2079,60.9167,11.250104,5336
2011-07-10,2011,Summer,7,Sunday,FALSE,FALSE,Clear,30.6475,34.50125,57.8333,12.292557,4881
2011-07-11,2011,Summer,7,Monday,FALSE,TRUE,Clear,31.2625,36.4902,63.5833,18.916579,4086
2011-07-12,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,32.560847,36.96375,55.9167,13.417018,4258
2011-07-13,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,30.613347,34.4702,63.1667,9.790911,4342
2011-07-14,2011,Summer,7,Thursday,FALSE,TRUE,Clear,27.914153,31.7552,47.625,16.124689,5084
2011-07-15,2011,Summer,7,Friday,FALSE,TRUE,Clear,27.196653,31.21855,59.125,12.249811,5538
2011-07-16,2011,Summer,7,Saturday,FALSE,FALSE,Clear,28.153347,31.91315,58.5,13.958914,5923
2011-07-17,2011,Summer,7,Sunday,FALSE,FALSE,Clear,29.485847,33.49165,60.4167,16.417211000000002,5302
2011-07-18,2011,Summer,7,Monday,FALSE,TRUE,Clear,30.613347,35.19625,65.125,14.458868,4458
2011-07-19,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,31.843347,37.37395,65.0417,8.7502,4541
2011-07-20,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,31.501653,37.3425,70.7083,7.625739,4332
2011-07-21,2011,Summer,7,Thursday,FALSE,TRUE,Cloudy,33.415,41.31855,69.125,14.875407,3784
2011-07-22,2011,Summer,7,Friday,FALSE,TRUE,Clear,34.781653,42.0448,58.0417,8.9177,3387
2011-07-23,2011,Summer,7,Saturday,FALSE,FALSE,Clear,34.815847,40.21435,50,8.791807,3285
2011-07-24,2011,Summer,7,Sunday,FALSE,FALSE,Clear,34.03,39.74145,55.0833,11.334457,3606
2011-07-25,2011,Summer,7,Monday,FALSE,TRUE,Clear,30.476653,36.0479,75.7083,6.0841561,3840
2011-07-26,2011,Summer,7,Tuesday,FALSE,TRUE,Clear,31.638347,34.84895,54.0833,13.417286,4590
2011-07-27,2011,Summer,7,Wednesday,FALSE,TRUE,Clear,31.775,34.53335,40.2917,12.292021,4656
2011-07-28,2011,Summer,7,Thursday,FALSE,TRUE,Clear,31.945847,36.995,58.3333,11.958093,4390
2011-07-29,2011,Summer,7,Friday,FALSE,TRUE,Clear,34.371653,39.29835,54.25,11.667246,3846
2011-07-30,2011,Summer,7,Saturday,FALSE,FALSE,Clear,32.970847,36.42685,46.5833,11.291979,4475
2011-07-31,2011,Summer,7,Sunday,FALSE,FALSE,Clear,33.039153,36.4898,48.0833,11.042471,4302
2011-08-01,2011,Summer,8,Monday,FALSE,TRUE,Clear,31.638347,35.1646,55.0833,10.500039,4266
2011-08-02,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,32.116653,35.35355,49.125,13.79195,4845
2011-08-03,2011,Summer,8,Wednesday,FALSE,TRUE,Cloudy,29.998347,33.99685,65.75,9.084061,3574
2011-08-04,2011,Summer,8,Thursday,FALSE,TRUE,Cloudy,29.11,33.2394,75.75,13.20905,4576
2011-08-05,2011,Summer,8,Friday,FALSE,TRUE,Clear,29.144153,32.82835,63.0833,12.374632,4866
2011-08-06,2011,Summer,8,Saturday,FALSE,FALSE,Cloudy,29.383347,33.8077,75.5,15.29275,4294
2011-08-07,2011,Summer,8,Sunday,FALSE,FALSE,Clear,30.4425,35.7646,75.2917,13.499629,3785
2011-08-08,2011,Summer,8,Monday,FALSE,TRUE,Clear,31.365,35.16415,59.2083,12.875725,4326
2011-08-09,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,31.775,36.20605,57.0417,10.125107,4602
2011-08-10,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,31.433347,34.24915,42.4167,13.417286,4780
2011-08-11,2011,Summer,8,Thursday,FALSE,TRUE,Clear,29.4175,32.57605,42.375,11.041332,4792
2011-08-12,2011,Summer,8,Friday,FALSE,TRUE,Clear,29.041653,32.7021,41.5,8.416607,4905
2011-08-13,2011,Summer,8,Saturday,FALSE,FALSE,Cloudy,28.119153,32.2929,72.9583,14.167418,4150
2011-08-14,2011,Summer,8,Sunday,FALSE,FALSE,Cloudy,27.743347,31.2194,81.75,14.916411,3820
2011-08-15,2011,Summer,8,Monday,FALSE,TRUE,Clear,27.299153,30.80835,71.2083,13.999918,4338
2011-08-16,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,28.734153,32.29185,57.8333,15.834043,4725
2011-08-17,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,29.656653,33.33355,57.5417,9.625689,4694
2011-08-18,2011,Summer,8,Thursday,FALSE,TRUE,Clear,29.178347,33.1129,65.4583,15.624936,3805
2011-08-19,2011,Summer,8,Friday,FALSE,TRUE,Cloudy,28.085,31.66105,72.2917,9.333636,4153
2011-08-20,2011,Summer,8,Saturday,FALSE,FALSE,Clear,28.5975,32.4498,67.4167,6.999289,5191
2011-08-21,2011,Summer,8,Sunday,FALSE,FALSE,Clear,29.144153,33.77625,77,16.666518,3873
2011-08-22,2011,Summer,8,Monday,FALSE,TRUE,Clear,28.358347,31.9127,47,18.54225,4758
2011-08-23,2011,Summer,8,Tuesday,FALSE,TRUE,Clear,26.274153,30.30335,45.5417,9.833121,5895
2011-08-24,2011,Summer,8,Wednesday,FALSE,TRUE,Clear,27.606653,31.5346,60.5,16.958236,5130
2011-08-25,2011,Summer,8,Thursday,FALSE,TRUE,Cloudy,28.050847,32.2927,77.1667,14.125811,3542
2011-08-26,2011,Summer,8,Friday,FALSE,TRUE,Clear,28.7,32.98665,76.125,5.6254875,4661
2011-08-27,2011,Summer,8,Saturday,FALSE,FALSE,Cloudy,27.88,31.7778,85,25.166339,1115
